xor  {1 : 75}  v=0  d=1, L, Soft, Off;0.00072708;0.000619359;0.00072708;0.000619359;100;0;100;0;876.8
xor  {1 : 75}  v=0  d=1, L, Soft, On;0.000903002;0.00100573;0.000903002;0.00100573;100;0;100;0;812.8
