1 1.12332 0.869295 1.13231 25
2 0.543462 0.505056 0.554102 24.6667
3 0.701443 0.778461 0.703452 28.6667
4 0.476113 0.480452 0.468974 43.6667
5 0.517762 0.490451 0.521962 29.3333
6 0.532985 0.600553 0.521449 39.3333
7 0.605544 0.714039 0.623523 47.6667
8 0.357126 0.429412 0.36947 51
9 0.296037 0.322614 0.293352 55.3333
10 0.314845 0.393272 0.339504 52.3333
11 0.370078 0.391127 0.350138 54.3333
12 0.262169 0.305673 0.271205 51.3333
13 0.197083 0.2634 0.204543 62.6667
14 0.173667 0.21453 0.183628 64
15 0.170528 0.236362 0.183612 68.6667
16 0.151817 0.194943 0.165241 68.6667
17 0.159814 0.225299 0.173329 70.6667
18 0.149265 0.195421 0.164569 69
19 0.164896 0.235744 0.177933 70
20 0.155043 0.203607 0.171468 67.6667
21 0.175258 0.247283 0.18643 69
22 0.166181 0.218917 0.183056 62.6667
23 0.199657 0.271268 0.206343 66.3333
24 0.174516 0.230695 0.189395 64.3333
25 0.208136 0.283012 0.212772 68
26 0.155492 0.210482 0.168786 67.6667
27 0.156198 0.232631 0.169115 75.3333
28 0.133483 0.188443 0.152769 71.3333
29 0.133883 0.206894 0.151298 75.6667
30 0.132575 0.183531 0.154038 69
31 0.138073 0.218259 0.157279 74
32 0.136719 0.185882 0.158861 68.3333
33 0.143779 0.229558 0.164706 72.6667
34 0.1347 0.183966 0.156725 69.3333
35 0.140177 0.227794 0.161898 73.6667
36 0.131076 0.180137 0.152933 70
37 0.138204 0.228834 0.160454 73.6667
38 0.129519 0.178803 0.151457 70
39 0.137007 0.231131 0.159667 74
40 0.130433 0.180882 0.15266 69.6667
41 0.136285 0.233804 0.159104 72.6667
42 0.13547 0.187733 0.158062 70
43 0.135458 0.235542 0.158144 72.6667
44 0.140873 0.195313 0.164022 71
45 0.132453 0.2333 0.155189 73.3333
46 0.137267 0.193051 0.16158 71
47 0.126506 0.226531 0.150574 74
48 0.125532 0.182318 0.151272 72
49 0.119185 0.217655 0.145118 75.6667
50 0.11404 0.172821 0.140881 73.6667
51 0.112414 0.209465 0.139732 76.3333
52 0.106219 0.167976 0.133861 73
53 0.106773 0.202856 0.135056 78.3333
54 0.101189 0.165963 0.129468 74
55 0.102296 0.198051 0.13144 78.6667
56 0.0978048 0.165335 0.126622 75.3333
57 0.0988677 0.194728 0.128848 79
58 0.0953867 0.1652 0.124589 74.3333
59 0.0961476 0.192084 0.126952 79
60 0.0934653 0.165082 0.123091 75
61 0.0939387 0.190093 0.125564 79
62 0.0918764 0.165164 0.122091 75.3333
63 0.0922486 0.189041 0.124638 79.3333
64 0.0907157 0.165608 0.121498 75.6667
65 0.0909256 0.18856 0.124001 79.3333
66 0.0899256 0.166458 0.1212 76
67 0.0897933 0.188413 0.123474 78.6667
68 0.0894182 0.167687 0.1212 77.6667
69 0.0887316 0.188447 0.122963 79
70 0.0890532 0.169086 0.12137 78.3333
71 0.087673 0.188543 0.122355 78.6667
72 0.0884519 0.170218 0.121294 78.3333
73 0.0864116 0.18826 0.121541 78.6667
74 0.0872293 0.170615 0.120623 78.3333
75 0.0848481 0.187499 0.12053 78.6667
76 0.08536 0.170241 0.119357 78.6667
77 0.083114 0.18656 0.119418 78.3333
78 0.083184 0.169564 0.117769 79
79 0.0813678 0.185595 0.118258 79
80 0.0810788 0.168901 0.116184 79.3333
81 0.0797629 0.184637 0.117144 79.6667
82 0.079297 0.168384 0.114812 80
83 0.0784038 0.183779 0.116104 80
84 0.077868 0.168013 0.113696 80.6667
85 0.077183 0.183046 0.115139 80
86 0.076606 0.167815 0.112779 80
87 0.0760608 0.182534 0.114271 80
88 0.0755053 0.167838 0.112021 80.3333
89 0.0750394 0.182211 0.113458 80.3333
90 0.0745129 0.168003 0.111327 81
91 0.0740728 0.181942 0.112647 80.6667
92 0.0735895 0.168205 0.110654 81.3333
93 0.0731633 0.181667 0.111849 81
94 0.0727265 0.168468 0.109987 82
95 0.0722778 0.181445 0.111029 81
96 0.0718507 0.168834 0.109245 82.6667
97 0.0713386 0.181207 0.110156 81.3333
98 0.0709552 0.169236 0.108531 82.6667
99 0.0703695 0.180916 0.10934 81.3333
100 0.0700248 0.16963 0.107883 82.3333
101 0.0693808 0.1806 0.1086 81.3333
102 0.0690639 0.170006 0.107294 82.6667
103 0.0683928 0.180291 0.107938 82.3333
104 0.068107 0.170343 0.106769 82.3333
105 0.0674481 0.180023 0.107347 82.6667
106 0.0672017 0.170645 0.10631 82
107 0.0665778 0.179817 0.106821 83
108 0.0663513 0.170939 0.105895 81.6667
109 0.0657703 0.179644 0.106347 83
110 0.0655507 0.171223 0.105515 81.6667
111 0.0650194 0.179466 0.105926 82.6667
112 0.0648058 0.171465 0.105179 81.6667
113 0.0643162 0.179298 0.105558 82.6667
114 0.0640843 0.171705 0.104875 82.3333
115 0.063622 0.179179 0.105232 83
116 0.0633683 0.171973 0.104604 82
117 0.0629443 0.17914 0.104953 83
118 0.0626819 0.17227 0.104375 82
119 0.0623015 0.179139 0.104714 83
120 0.0620394 0.172533 0.104182 82
121 0.0616985 0.17913 0.104508 83
122 0.061438 0.172767 0.10402 82
123 0.0611312 0.179128 0.104332 83
124 0.0608726 0.173013 0.103888 82
125 0.0605961 0.179151 0.104187 83.3333
126 0.0603408 0.173283 0.103785 82
127 0.0600876 0.179167 0.104063 83.6667
128 0.059833 0.173532 0.103701 82
129 0.0595909 0.179141 0.10395 83
130 0.0593316 0.17376 0.103632 82
131 0.0590955 0.179102 0.103855 83
132 0.0588338 0.173996 0.103588 82
133 0.0586039 0.179083 0.103784 83.3333
134 0.0583448 0.174253 0.103568 81.6667
135 0.0581212 0.179093 0.103733 83.3333
136 0.0578664 0.174525 0.103567 82
137 0.0576488 0.179125 0.103702 83
138 0.0574005 0.17481 0.103585 82
139 0.0571899 0.17917 0.10369 82.6667
140 0.0569497 0.175105 0.103616 82.6667
141 0.0567466 0.179224 0.103689 82.6667
142 0.0565152 0.175405 0.103652 83.3333
143 0.0563211 0.179282 0.103694 83
144 0.056101 0.175701 0.103686 83.3333
145 0.055922 0.179338 0.103695 83
146 0.0557238 0.17598 0.103706 83.3333
147 0.0555846 0.179371 0.103678 83
