nomnist  {1 : 10}  v=0.1  d=1;0.0944985;0.0215375;0.15262;0.0154432;80.1778;6.8279;71.3333;5.71548;430
nomnist  {1 : 50}  v=0.1  d=1;0.0485775;0.00657116;0.120936;0.00328414;89.9778;1.48474;81.1333;1.9505;396.6
nomnist  {1 : 5}  v=0.1  d=1;0.125408;0.0224592;0.198031;0.0144092;71.2222;8.62612;59.8;6.69195;429
nomnist  {1 : 75}  v=0.1  d=1;0.0402711;0.0131361;0.147872;0.0147339;91.2222;2.17619;77.8667;1.668;414.6
nomnist  {2 : 10}  v=0.1  d=1;0.10867;0.027418;0.210503;0.0135508;75.8222;7.15942;64.7333;5.07017;453.4
nomnist  {2 : 50}  v=0.1  d=1;0.108364;0.0353998;0.157272;0.0166375;77.5333;8.07508;70.8667;3.04485;352
nomnist  {2 : 5}  v=0.1  d=1;0.14021;0.0178427;0.22073;0.0139589;70.3333;8.30261;59.0667;5.58331;410
nomnist  {2 : 75}  v=0.1  d=1;0.0953913;0.0292859;0.140605;0.0110957;79.5778;7.20542;72.8667;2.78568;212.8
