sin: {k = False _ z = False} _ r = 0.02;0.029354;0.000159;0.036501;0.000829;2;0.02707
sin: {k = False _ z = False} _ r = 0.03;0.028955;0.000485;0.035848;0.001121;3;0.01916
sin: {k = False _ z = False} _ r = 0.04;0.028782;0.000493;0.036384;0.001539;4;0.02133
sin: {k = False _ z = False} _ r = 0.05;0.028048;0.000624;0.038354;0.003849;6;0.03041
