quake: {k = False _ z = False} _ r = 0.01;0.030154;0.000106;0.027821;0.000246;16;0.16770
quake: {k = False _ z = False} _ r = 0.02;0.029817;0.000130;0.027951;0.000351;32;0.14512
quake: {k = False _ z = False} _ r = 0.03;0.029494;0.000196;0.028403;0.000441;48;0.23325
quake: {k = False _ z = False} _ r = 0.04;0.029120;0.000254;0.028848;0.000536;65;0.25320
quake: {k = False _ z = False} _ r = 0.05;0.028824;0.000200;0.029261;0.000536;81;0.38640
