nomnist: {k = False _ L2 = True _ } _ r = 0.05 _ e = 0.0010000000;0.099221;0.000332;0.097946;0.000327;87.69;0.83;90.47;0.62;45;0;3.26488
nomnist: {k = True _ L2 = True _ } _ r = 0.05 _ e = 0.0010000000;0.099136;0.000415;0.097953;0.000465;87.27;0.33;89.93;1.08;45;0;3.18356
vote: {k = False _ L2 = True _ } _ r = 0.05 _ e = 0.0100000000;0.046012;0.005820;0.053211;0.003670;95.40;0.58;94.68;0.37;16;0;0.08749
vote: {k = True _ L2 = True _ } _ r = 0.05 _ e = 0.0100000000;0.050307;0.005689;0.042202;0.009356;94.97;0.57;95.78;0.94;16;0;0.11582
