1 0.685074 0 0.677125 12.3333
2 0.490793 0 0.500171 17.3333
3 0.45617 0 0.442962 30
4 0.351057 0 0.339863 29.3333
5 0.399166 0 0.392605 43.3333
6 0.257548 0 0.238165 51
7 0.268191 0 0.254704 48.3333
8 0.227937 0 0.208436 59
9 0.221437 0 0.209804 52.6667
10 0.233704 0 0.209475 61.6667
11 0.225584 0 0.218417 54.6667
12 0.259971 0 0.229175 59.6667
13 0.237027 0 0.229764 54.6667
14 0.235511 0 0.208615 62
15 0.209887 0 0.204019 58
16 0.210498 0 0.182188 65
17 0.190369 0 0.182549 62.3333
18 0.18408 0 0.160375 67.6667
19 0.179601 0 0.171216 66
20 0.176799 0 0.155669 68.6667
21 0.16704 0 0.158067 68.6667
22 0.165674 0 0.147338 70.6667
23 0.155323 0 0.145864 71
24 0.156382 0 0.140758 72.3333
25 0.146047 0 0.136039 70.6667
26 0.15115 0 0.13806 73
27 0.139725 0 0.128859 73
28 0.151538 0 0.140706 73
29 0.138393 0 0.126071 73.6667
30 0.159025 0 0.14983 71
31 0.146705 0 0.132484 72.6667
32 0.168051 0 0.159687 69.3333
33 0.160503 0 0.144993 71
34 0.168714 0 0.160936 68
35 0.162185 0 0.146756 70.6667
36 0.165552 0 0.157945 68.3333
37 0.156607 0 0.141975 71.6667
38 0.159474 0 0.152011 68.6667
39 0.151066 0 0.137333 71
40 0.153625 0 0.146378 70.3333
41 0.146142 0 0.133327 71.6667
42 0.14859 0 0.141657 72.3333
43 0.142001 0 0.130092 72
44 0.144388 0 0.137855 73.3333
45 0.138524 0 0.12749 72.6667
46 0.140862 0 0.134793 74
47 0.135568 0 0.12536 72.6667
48 0.13786 0 0.132288 74
49 0.133017 0 0.123589 74.3333
50 0.135255 0 0.130192 74.6667
51 0.130785 0 0.122106 75
52 0.132955 0 0.128388 74.6667
53 0.128808 0 0.120857 76
54 0.130887 0 0.126796 74.6667
55 0.127038 0 0.119803 76.6667
56 0.129004 0 0.125365 74.6667
57 0.125437 0 0.118916 77
58 0.12727 0 0.124067 75.3333
59 0.123977 0 0.118173 77.3333
60 0.125665 0 0.122887 75.3333
61 0.122632 0 0.117555 77.3333
62 0.124172 0 0.121819 75.3333
63 0.121385 0 0.117044 77.3333
64 0.122774 0 0.120857 75.3333
65 0.120215 0 0.116626 77.3333
66 0.121454 0 0.120001 76
67 0.119105 0 0.116286 77.3333
68 0.120201 0 0.119247 75.6667
69 0.118039 0 0.116016 77.6667
70 0.119014 0 0.118599 76
71 0.117022 0 0.115815 77.6667
72 0.117904 0 0.118062 76.3333
73 0.116065 0 0.115683 77.3333
74 0.116878 0 0.117636 76.3333
75 0.115172 0 0.115621 77.3333
76 0.115933 0 0.117317 75.6667
77 0.114341 0 0.115628 77.6667
78 0.115055 0 0.117099 75.3333
79 0.113558 0 0.115701 77.3333
80 0.114227 0 0.116973 75.6667
81 0.112809 0 0.115833 77.3333
82 0.11344 0 0.116926 75.6667
83 0.112089 0 0.116014 77
84 0.11269 0 0.116946 75
85 0.111395 0 0.116237 77.3333
86 0.111975 0 0.117023 75
87 0.110724 0 0.116489 77.3333
88 0.111292 0 0.117141 74.6667
89 0.110076 0 0.116759 77.3333
90 0.110644 0 0.117285 75
91 0.109454 0 0.117034 77
92 0.11003 0 0.117436 75.3333
93 0.108857 0 0.1173 77
94 0.109441 0 0.117577 75.3333
95 0.108275 0 0.117541 77
96 0.108864 0 0.117692 75.3333
97 0.107698 0 0.117746 76.6667
98 0.108281 0 0.117771 75.6667
99 0.107114 0 0.11791 76.6667
100 0.107684 0 0.117809 75.3333
101 0.106518 0 0.118029 76.6667
