nomnist  {1 : 50}  v=0.1  d=1, L, Soft, Off;0.0485775;0.00657116;0.120936;0.00328414;89.9778;1.48474;81.1333;1.9505;396.6
nomnist  {1 : 50}  v=0.1  d=1, L, Soft, On;1.13189;0.205717;1.78075;0.352616;67.8222;2.34189;63.1333;3.63073;96.8
