vote  {2 : 10}  v=0.1  d=1, L, Soft, Off;0.0274503;0.0179183;0.0680889;0.00768736;98.0982;1.12121;95.9633;1.79779;211.2
vote  {2 : 10}  v=0.1  d=1, MSE, Sig, Off;0.0110529;0.00169203;0.0340668;0.0033029;98.7117;0.22955;95.4128;0.580234;1000
vote  {2 : 10}  v=0.1  d=1, MSE, Soft, Off;0.0180312;0.0112483;0.0357321;0.00825273;97.9141;1.46983;95.2294;1.46789;633.8
