vote  {1 : 10}  v=0.1  d=1;0.0246405;0.00863974;0.0740304;0.00993774;97.4233;0.534834;94.1284;0.9356;146.6
vote  {1 : 50}  v=0.1  d=1;0.0159847;0.00561112;0.0787067;0.0216524;98.5276;0.625647;94.4954;1.16047;352.8
vote  {1 : 5}  v=0.1  d=1;0.0190882;0.0101535;0.0740164;0.0282121;98.4049;0.625647;94.8624;0.9356;467.2
vote  {1 : 75}  v=0.1  d=1;0.0240002;0.0123637;0.0786296;0.0174095;98.0368;0.880534;95.2294;1.34834;420.6
vote  {2 : 10}  v=0.1  d=1;0.0274503;0.0179183;0.0680889;0.00768736;98.0982;1.12121;95.9633;1.79779;211.2
vote  {2 : 50}  v=0.1  d=1;0.0315031;0.012647;0.0870236;0.0169328;97.0552;0.766257;94.1284;0.449448;188.8
vote  {2 : 5}  v=0.1  d=1;0.0217996;0.0131498;0.08274;0.0203445;97.9141;1.18645;94.6789;0.686543;477.4
vote  {2 : 75}  v=0.1  d=1;0.0289857;0.00937282;0.0784064;0.0143991;97.8528;0.751377;94.8624;0.733945;175.4
